Orthogroup_ID	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value	I_luminosus_num_GF_members	A_verrucosus_num_GF_members	P_pyralis_num_GF_members	D_ponderosae_num_GF_members	B_siliquastri_num_GF_members	A_obtectus_num_GF_members	C_chinensis_num_GF_members	Z_morio_num_GF_members	D_melanogaster_num_GF_members	R_ferrugineus_num_GF_members	C_septempunctata_num_GF_members	T_castaneum_num_GF_members	C_maculatus_num_GF_members	T_molitor_num_GF_members	max_delta_GF
N0.HOG0000617	rna-NM_176180.2	FBgn0034047	The gene cGAS-like receptor 1 is referred to in FlyBase by the symbol Dmel\cGlr1 (CG12970, FBgn0034047). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:15855961..15857522. Its molecular function is described by: 2',3'-cyclic GMP-AMP synthase activity; 3',2'-cyclic GMP-AMP synthase activity; double-stranded RNA binding. It is involved in the biological process described with: defense response to virus; cGAS/STING signaling pathway; cellular response to virus; immune response involved in response to exogenous dsRNA; response to exogenous dsRNA. 5 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: abnormal immune response; visible; short lived; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed in adults stages of both sexes.  		0.018	7	4	1	1	1	1	1	9	3	4	1	7	2	8	8
N0.HOG0000620	rna-NM_169665.3	FBgn0038348	The gene Aldehyde oxidase 2 is referred to in FlyBase by the symbol Dmel\AOX2 (CG18519, FBgn0038348). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:15537713..15542414. Its molecular function is described by 8 unique terms, many of which group under: binding; small molecule binding; ion binding; catalytic activity; cation binding. It is involved in the biological process described with: aldehyde metabolic process. 3 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages.  		0.0	13	2	1	1	1	2	1	7	4	2	2	3	7	3	12
N0.HOG0000620	rna-NM_142221.2	FBgn0038350	The gene Aldehyde oxidase 4 is referred to in FlyBase by the symbol Dmel\AOX4 (CG18516, FBgn0038350). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:15548628..15552833. Its molecular function is described by 8 unique terms, many of which group under: binding; small molecule binding; ion binding; catalytic activity; cation binding. It is involved in the biological process described with: aldehyde metabolic process. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of no expression detected.  Peak expression observed in adult male stages.  		0.0	13	2	1	1	1	2	1	7	4	2	2	3	7	3	12
N0.HOG0000620	rna-NM_142220.2	FBgn0038349	The gene Aldehyde oxidase 3 is referred to in FlyBase by the symbol Dmel\AOX3 (CG6045, FBgn0038349). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:15542748..15548188. Its molecular function is described by 8 unique terms, many of which group under: small molecule binding; binding; ion binding; anion binding; catalytic activity. It is involved in the biological process described with: acetaldehyde metabolic process. 11 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, at stages throughout the larval period, during late pupal stages, in stages of adults of both sexes.  		0.0	13	2	1	1	1	2	1	7	4	2	2	3	7	3	12
N0.HOG0000620	rna-NM_142218.2	FBgn0267408	The gene Aldehyde oxidase 1 is referred to in FlyBase by the symbol Dmel\AOX1 (CG18522, FBgn0267408). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:15532137..15537292. Its molecular function is described by 9 unique terms, many of which group under: binding; oxidoreductase activity; small molecule binding; oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor; iron-sulfur cluster binding. It is involved in the biological process described with: pyridoxal metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: electrophoretic variant.	0.0	13	2	1	1	1	2	1	7	4	2	2	3	7	3	12
N0.HOG0000657	rna-NM_137106.3	FBgn0033921	The gene tejas is referred to in FlyBase by the symbol Dmel\tej (CG8589, FBgn0033921). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:14300103..14302353. Its molecular function is unknown. It is involved in the biological process described with 6 unique terms, many of which group under: cellular process involved in reproduction in multicellular organism; spermatogenesis; anatomical structure maturation; developmental process; male gamete generation. 20 alleles are reported. The phenotype of these alleles manifest in: germarium. The phenotypic classes of alleles include: viable; abnormal cell number; female sterile germline-dependent; female sterile; female semi-sterile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.  		0.0	1	2	1	1	1	19	1	3	1	9	2	2	3	2	18
N0.HOG0000664	rna-NM_001272588.1	FBgn0052633	This gene is referred to in FlyBase by the symbol Dmel\CG32633 (FBgn0052633). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:13561671..13563359. Its molecular function is unknown. The biological processes in which it is involved are not known. 3 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.  		0.0	2	1	2	4	1	1	1	18	4	6	2	2	1	3	17
N0.HOG0000664	rna-NM_001260383.2	FBgn0051086	This gene is referred to in FlyBase by the symbol Dmel\CG31086 (FBgn0051086). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:26185251..26186227. Its molecular function is unknown. The biological processes in which it is involved are not known. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  No temporal expression data available due to processing error.  This will be corrected the next time these data and summaries are processed.		0.0	2	1	2	4	1	1	1	18	4	6	2	2	1	3	17
N0.HOG0000664	rna-NM_165965.3	FBgn0265186	This gene is referred to in FlyBase by the symbol Dmel\CG44251 (FBgn0265186). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:12948348..12952293. Its molecular function is described by: . It is involved in the biological process described with: . One allele is reported. No phenotypic data is available. No phenotypic class data is available.	0.0	2	1	2	4	1	1	1	18	4	6	2	2	1	3	17
N0.HOG0000664	rna-NM_001299438.1	FBgn0033787	This gene is referred to in FlyBase by the symbol Dmel\CG13321 (FBgn0033787). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:12953112..12955712. Its molecular function is described by: rhamnose binding; D-mannose binding. The biological processes in which it is involved are not known. 7 alleles are reported. The phenotypes of these alleles manifest in: larval neuroblast; ganglion mother cell. The phenotypic classes of alleles include: viable; abnormal neuroanatomy; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, at stages throughout the larval period, in adult female stages.  		0.0	2	1	2	4	1	1	1	18	4	6	2	2	1	3	17
N0.HOG0000665	rna-NM_001299590.1	FBgn0034197	The gene Chitin deacetylase-like 9 is referred to in FlyBase by the symbol Dmel\Cda9 (CG15918, FBgn0034197). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:17128480..17130334. Its molecular function is described by: hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; chitin deacetylase activity. It is involved in the biological process described with: carbohydrate metabolic process. One allele is reported. No phenotypic data is available. The phenotypic classes of allele include: partially lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed at stages throughout the larval period.  		0.002	4	9	1	1	1	1	1	13	1	1	1	4	2	9	12
N0.HOG0000667	rna-NM_079282.2	FBgn0267348	The gene Laminin B2 is referred to in FlyBase by the symbol Dmel\LanB2 (CG3322, FBgn0267348). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3L:9614914..9623980. Its molecular function is unknown. It is involved in the biological process described with 11 unique terms, many of which group under: developmental process; cellular process; anatomical structure development; external encapsulating structure organization; digestive system development. 19 alleles are reported. The phenotypes of these alleles manifest in: trunk visceral muscle primordium; external encapsulating structure; alimentary canal; extracellular matrix; larval visceral muscle cell. The phenotypic classes of alleles include: lethal; increased mortality; increased mortality during development; phenotype.	0.033	2	5	1	5	4	4	6	2	1	2	1	1	10	3	9
N0.HOG0000668	rna-NM_001103809.3	FBgn0033661	This gene is referred to in FlyBase by the symbol Dmel\CG13185 (FBgn0033661). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:11867876..11885585. Its molecular function is described by: ATP binding; ATP hydrolysis activity. It is involved in the biological process described with: ribosomal large subunit export from nucleus; ribosomal large subunit assembly. 7 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: viable; visible; lethal - all die during larval stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed at stages throughout embryogenesis, during early larval stages, in adult female stages.  		0.0	1	3	2	2	3	10	3	6	1	2	1	1	10	2	9
